17,127,83,88,233,0
6,106,288,244,241,1
14,127,83,88,233,0
1,142,184,332,166,0
17,57,331,327,12,1
21,103,280,225,218,1
9,129,103,155,233,0
19,129,296,283,47,1
18,129,103,155,233,0
8,133,267,294,47,1
2,57,198,24,248,1
20,129,103,155,233,0
19,127,83,88,233,0
17,127,83,88,233,0
16,120,294,283,47,1
9,143,174,345,102,0
12,126,102,155,233,0
11,56,122,58,9,1
22,119,286,283,47,1
9,124,293,283,47,1
22,91,283,284,198,1
12,129,103,155,233,0
18,129,296,283,47,1
6,127,83,88,233,0
22,116,299,283,47,1
17,127,83,88,233,0
3,126,307,282,122,1
4,84,286,249,101,1
11,137,58,135,233,1
20,127,83,88,233,0
15,129,103,155,233,0
16,121,297,283,47,1
18,129,103,155,233,0
22,124,293,283,47,1
0,87,142,104,30,1
13,134,188,370,110,1
6,129,103,155,233,0
11,142,171,345,102,1
12,129,296,283,47,1
1,128,103,155,233,1
10,130,69,97,233,0
23,129,103,155,233,0
18,127,83,88,233,0
15,114,234,238,1,1
2,127,83,88,233,0
14,127,83,88,233,0
23,127,83,88,233,0
19,106,286,244,241,1
0,140,200,388,179,1
19,127,306,282,122,1
6,128,103,155,233,0
5,129,103,155,233,0
12,135,107,195,37,1
5,146,205,369,135,1
16,127,59,135,233,0
5,142,184,332,166,1
19,127,307,282,122,1
7,91,283,284,198,1
13,108,111,180,60,1
1,128,102,155,233,0
15,142,188,337,56,1
18,140,210,353,230,1
10,127,58,135,233,1
14,129,296,283,47,1
0,134,180,366,75,1
0,129,103,155,233,0
15,120,211,12,64,1
4,141,189,337,56,1
7,139,191,337,56,1
20,127,83,88,233,1
4,129,103,155,233,0
4,147,189,344,58,1
13,143,174,345,102,0
1,57,331,327,12,1
12,143,174,345,102,1
10,60,203,24,248,1
5,129,103,155,233,0
9,112,294,283,47,1
4,134,206,340,189,1
3,112,294,245,95,0
20,141,180,357,77,1
17,116,100,155,233,1
17,129,296,283,47,1
9,129,103,155,233,0
19,127,83,88,233,0
6,91,283,284,198,1
4,112,300,286,228,1
13,112,294,245,95,1
3,86,235,398,195,1
12,129,103,155,233,0
13,130,106,155,233,1
22,122,298,283,47,1
20,129,296,283,47,1
7,132,92,88,233,1
4,129,103,155,233,0
7,121,301,283,47,1
6,88,101,112,62,1
14,113,301,286,228,1
2,129,103,155,233,0
14,107,119,55,3,1
15,121,301,283,47,1
19,116,286,283,47,1
1,145,217,364,191,1
16,89,100,112,62,1
5,124,299,283,47,1
12,129,103,155,233,0
5,129,103,155,233,0
17,129,103,155,233,0
5,118,293,283,47,1
3,130,69,97,233,0
0,129,296,283,47,1
16,129,103,155,233,0
23,141,189,337,56,1
20,127,306,282,122,1
6,132,107,155,233,0
0,137,58,135,233,0
20,129,103,155,233,0
11,127,83,88,233,0
18,128,102,155,233,0
8,142,184,332,166,1
16,127,83,88,233,0
21,84,286,249,101,1
2,57,121,60,9,1
18,93,281,259,158,1
1,129,296,283,47,1
8,129,296,283,47,1
13,114,298,283,47,1
4,102,257,257,105,1
17,129,103,155,233,0
18,120,300,283,47,1
2,129,103,155,233,0
22,127,83,88,233,0
5,130,197,370,110,1
14,129,103,155,233,0
4,127,83,88,233,0
18,127,83,88,233,0
10,126,65,135,233,1
3,127,83,88,233,0
22,127,58,135,233,1
22,69,138,181,30,1
23,129,103,155,233,0
19,135,61,135,233,1
12,129,103,155,233,0
8,66,128,181,30,1
21,127,83,88,233,0
4,110,257,257,105,1
22,149,190,365,167,1
5,137,199,341,100,1
2,129,103,155,233,0
22,131,87,88,233,0
5,112,294,245,95,0
18,129,296,283,47,1
21,135,107,195,37,1
23,129,103,155,233,0
16,127,83,88,233,0
2,74,133,181,30,1
23,106,286,244,241,1
6,129,103,155,233,0
3,129,103,155,233,0
17,140,183,366,75,1
13,126,98,155,233,1
21,129,296,283,47,1
7,127,83,88,233,0
12,127,306,282,122,1
13,129,103,155,233,0
23,74,131,181,30,1
7,112,294,283,47,1
23,84,287,249,101,1
6,129,103,155,233,0
13,124,293,283,47,1
13,116,100,155,233,1
19,138,182,366,75,1
12,127,83,88,233,0
16,67,133,181,30,1
0,120,300,283,47,1
10,129,103,155,233,0
0,121,301,283,47,1
9,61,131,181,30,1
10,125,74,97,233,1
9,129,103,155,233,0
23,129,296,283,47,1
8,129,296,283,47,1
14,106,286,244,241,1
3,110,257,257,105,1
21,127,83,88,233,0
3,132,97,98,233,0
20,129,103,155,233,0
23,100,286,244,241,1
20,124,293,283,47,1
9,127,83,88,233,0
19,131,208,350,225,1
0,145,217,364,191,1
1,129,103,155,233,0
1,127,83,88,233,0
11,129,76,97,233,1
19,129,103,155,233,0
6,124,62,135,233,1
10,128,102,155,233,0
10,145,217,364,191,1
23,102,257,257,105,1
6,140,188,337,56,1
1,88,126,178,30,1
21,125,319,291,114,1
21,84,286,249,101,1
6,145,216,364,191,1
16,129,103,155,233,0
18,135,61,135,233,1
19,143,235,300,191,1
9,122,175,13,137,1
1,73,115,133,28,1
7,129,296,283,47,1
6,129,103,155,233,0
15,129,103,155,233,0
0,119,82,88,233,0
21,90,102,112,62,1
2,138,182,366,75,1
0,127,306,282,122,1
16,120,284,283,47,1
22,142,184,332,166,1
21,133,101,195,37,1
23,125,319,291,114,1
22,129,103,155,233,0
6,106,286,244,241,1
5,129,103,155,233,0
8,115,301,286,228,1
19,129,296,283,47,1
14,130,69,97,233,0
6,126,101,155,233,1
8,127,83,88,233,0
8,147,205,369,135,1
1,127,83,88,233,0
20,109,81,147,157,1
0,113,293,283,47,1
3,128,102,155,233,0
2,120,300,283,47,1
4,131,87,88,233,0
21,135,61,135,233,1
12,141,189,337,56,1
7,118,297,283,47,1
17,141,180,357,77,1
1,111,285,244,241,1
3,68,137,181,30,1
9,126,102,155,233,1
0,106,286,244,241,1
15,129,103,155,233,0
16,130,69,97,233,0
8,131,87,88,233,0
14,130,106,155,233,1
21,142,184,332,166,1
7,56,109,179,45,1
6,127,83,88,233,0
6,145,217,364,191,1
0,127,306,282,122,1
15,124,293,283,47,1
12,132,102,155,233,1
14,74,131,181,30,1
21,122,84,88,233,1
9,103,280,225,218,1
8,129,103,155,233,0
2,129,296,283,47,1
11,127,83,88,233,0
3,127,83,88,233,0
15,129,103,155,233,0
17,140,188,337,56,1
18,127,83,88,233,0
3,127,83,88,233,0
0,145,217,364,191,1
5,138,182,366,75,1
12,130,105,155,233,1
10,129,103,155,233,0
19,127,306,282,122,1
10,109,110,180,60,1
4,127,83,88,233,0
4,127,83,88,233,0
9,127,83,88,233,0
13,67,134,181,30,1
20,53,325,322,12,1
11,129,103,155,233,0
0,127,83,88,233,0
12,129,296,283,47,1
17,142,184,332,166,1
8,129,296,283,47,1
3,129,296,283,47,1
1,129,103,155,233,0
12,138,182,366,75,1
20,130,106,155,233,1
4,103,280,225,218,1
9,130,106,155,233,1
2,91,283,284,198,1
8,129,103,155,233,0
16,127,306,282,122,1
0,129,296,283,47,1
4,145,217,364,191,1
1,131,87,88,233,0
20,135,183,366,75,1
23,145,217,364,191,1
21,112,294,283,47,1
18,112,294,283,47,1
18,138,182,366,75,1
17,120,284,283,47,1
1,130,106,155,233,1
15,129,103,155,233,0
0,142,184,332,166,1
12,145,217,364,191,1
15,105,288,244,241,1
12,128,90,88,233,1
19,121,297,283,47,1
2,111,285,244,241,1
12,110,257,257,105,1
13,127,83,88,233,0
5,127,83,88,233,0
15,110,257,257,105,1
19,142,184,332,166,1
10,121,301,283,47,1
17,146,204,369,135,1
1,124,293,283,47,1
23,125,319,291,114,1
21,130,106,155,233,1
18,129,296,283,47,1
17,129,103,155,233,0
14,139,204,353,230,1
17,138,182,366,75,1
14,91,283,284,198,1
4,129,296,283,47,1
15,129,296,283,47,1
12,112,294,245,95,1
0,130,106,155,233,1
7,148,211,364,191,1
2,129,103,155,233,0
2,82,145,174,30,1
11,129,103,155,233,0
23,68,197,51,160,1
2,129,103,155,233,0
16,141,189,337,56,1
19,127,83,88,233,0
20,129,103,155,233,0
4,129,296,283,47,1
4,129,296,283,47,1
7,129,94,117,233,0
16,127,83,88,233,0
19,135,107,195,37,1
19,131,87,88,233,0
14,138,182,366,75,1
8,129,103,155,233,0
22,129,103,155,233,0
14,111,285,244,241,1
13,124,293,283,47,1
7,121,301,283,47,1
2,127,83,88,233,0
8,117,265,255,168,1
9,126,210,350,225,1
16,127,83,88,233,0
19,113,270,236,18,1
1,130,106,155,233,1
4,124,293,283,47,1
22,138,182,366,75,1
16,109,279,225,218,1
20,127,83,88,233,1
13,129,103,155,233,0
2,129,103,155,233,0
4,112,294,245,95,0
0,113,293,283,47,1
11,124,97,155,233,1
21,91,283,284,198,1
11,127,83,88,233,1
14,129,103,155,233,0
2,129,103,155,233,0
14,127,83,88,233,0
16,104,300,266,177,1
15,129,103,155,233,0
22,129,103,155,233,0
22,129,296,283,47,1
6,141,189,337,56,1
16,119,82,88,233,0
15,127,83,88,233,0
10,129,103,155,233,1
1,91,283,284,198,1
23,114,298,283,47,1
17,143,174,345,102,1
4,127,83,88,233,0
18,122,70,166,233,1
10,141,180,357,77,1
0,138,182,366,75,1
11,129,103,155,233,0
7,127,59,135,233,0
4,121,301,283,47,1
23,91,283,284,198,1
21,124,62,135,233,1
6,129,103,155,233,0
14,127,306,282,122,1
9,124,293,283,47,1
19,129,296,283,47,1
5,127,58,135,233,1
6,127,83,88,233,0
22,129,103,155,233,0
1,137,58,135,233,1
5,106,286,244,241,1
20,121,301,283,47,1
4,145,217,364,191,1
8,57,119,58,9,1
18,129,296,283,47,1
1,112,294,245,95,1
4,113,293,283,47,1
4,129,103,155,233,0
16,73,115,133,28,1
13,127,83,88,233,0
19,65,123,71,186,1
8,108,253,257,105,1
18,127,307,282,122,1
18,122,298,283,47,1
22,129,103,155,233,0
20,132,102,155,233,1
19,102,257,257,105,1
7,112,294,245,95,1
9,129,296,283,47,1
14,143,174,345,102,0
17,126,300,283,47,1
23,106,286,244,241,1
1,129,296,283,47,1
19,108,252,257,105,1
2,127,59,135,233,0
2,129,103,155,233,0
9,127,83,88,233,0
2,129,103,155,233,0
3,129,103,155,233,0
2,129,103,155,233,0
13,129,103,155,233,0
11,129,296,283,47,1
12,103,280,225,218,1
10,127,306,282,122,1
4,129,95,117,233,1
23,143,174,345,102,0
1,113,293,283,47,1
7,94,106,80,48,1
19,129,103,155,233,0
2,129,296,283,47,1
3,127,83,88,233,0
20,135,200,336,190,1
23,129,296,283,47,1
17,130,106,155,233,1
20,127,83,88,233,0
16,143,174,345,102,1
19,133,191,370,110,1
15,129,296,283,47,1
5,88,101,112,62,1
16,127,83,88,233,0
2,141,180,357,77,1
12,149,210,364,191,1
18,129,103,155,233,0
10,129,296,283,47,1
18,110,265,257,105,1
3,111,285,244,241,1
9,142,184,332,166,1
8,91,283,284,198,1
12,127,83,88,233,0
20,136,205,340,189,1
2,129,103,155,233,0
17,127,83,88,233,0
0,129,103,155,233,0
19,109,281,296,126,1
18,120,284,283,47,1
2,130,106,155,233,1
3,120,300,283,47,1
18,138,182,366,75,1
3,125,231,289,108,1
4,138,182,366,75,1
17,121,301,283,47,1
15,115,301,286,228,1
12,129,103,155,233,0
0,83,292,249,101,1
23,129,296,283,47,1
8,129,103,155,233,0
9,138,182,366,75,1
18,139,191,337,56,1
2,130,107,155,233,1
1,129,296,283,47,1
21,121,301,283,47,1
23,112,294,245,95,0
13,129,103,155,233,0
0,107,258,257,105,1
22,118,257,257,105,1
3,128,103,155,233,0
2,94,106,80,48,1
16,129,103,155,233,0
0,129,103,155,233,0
11,129,103,155,233,0
15,127,83,88,233,0
6,138,182,366,75,1
23,148,185,365,167,1
9,109,81,147,157,1
0,138,182,366,75,1
23,144,238,300,191,1
12,103,280,225,218,1
18,129,103,155,233,0
9,129,296,283,47,1
20,88,103,112,62,1
4,127,83,88,233,0
19,94,106,80,48,1
3,130,106,155,233,1
20,127,83,88,233,0
3,136,210,353,230,1
22,128,103,155,233,1
5,91,283,284,198,1
13,133,192,370,110,1
21,110,286,244,241,1
6,143,174,345,102,1
23,117,294,283,47,1
2,79,119,169,30,1
19,91,283,284,198,1
2,142,184,332,166,0
13,129,296,283,47,1
17,132,102,155,233,1
11,133,192,370,110,1
17,112,294,283,47,1
16,136,205,340,189,1
7,129,103,155,233,0
23,120,211,12,64,1
6,129,103,155,233,0
0,145,217,364,191,1
4,91,283,284,198,1
12,56,122,58,9,1
9,122,298,283,47,1
12,129,296,283,47,1
11,57,110,179,45,1
5,129,296,283,47,1
20,121,301,283,47,1
22,129,296,283,47,1
20,100,286,244,241,1
7,128,102,155,233,0
6,127,83,88,233,0
4,127,83,88,233,0
10,129,103,155,233,0
3,91,283,284,198,1
11,129,296,283,47,1
0,129,103,155,233,0
16,127,83,88,233,1
19,127,83,88,233,0
6,124,288,283,47,1
9,121,297,283,47,1
6,113,293,283,47,1
4,124,293,283,47,1
19,139,192,337,56,1
11,127,83,88,233,0
4,91,283,284,198,1
20,129,296,283,47,1
13,128,102,155,233,0
11,122,298,283,47,1
8,145,229,364,191,1
0,121,301,283,47,1
19,138,182,366,75,1
14,129,103,155,233,0
0,147,205,369,135,1
23,118,293,283,47,1
4,116,271,257,105,1
13,144,200,352,191,1
22,57,110,179,45,1
1,126,102,155,233,0
16,149,210,364,191,1
19,119,82,88,233,0
21,127,83,88,233,0
16,127,83,88,233,0
16,71,140,181,30,1
10,138,182,366,75,1
20,127,292,283,47,1
16,129,296,283,47,1
8,129,103,155,233,0
20,140,188,337,56,1
23,90,188,31,76,1
19,129,296,283,47,1
5,133,305,283,47,1
3,127,83,88,233,0
21,124,62,135,233,0
16,129,103,155,233,0
8,127,83,88,233,0
9,142,184,332,166,1
5,132,97,98,233,0
11,129,103,155,233,0
18,127,306,282,122,1
7,137,58,135,233,0
2,91,283,284,198,1
2,129,103,155,233,0
10,129,103,155,233,0
15,120,300,283,47,1
1,127,306,282,122,1
13,129,103,155,233,0
19,135,107,195,37,1
17,130,92,88,233,0
3,135,189,370,110,1
16,112,294,245,95,1
22,129,103,155,233,1
21,143,178,357,77,1
22,135,193,356,200,1
10,129,103,155,233,0
19,129,103,155,233,0
5,129,296,283,47,1
14,112,294,245,95,1
22,129,296,283,47,1
8,128,102,155,233,0
0,124,293,283,47,1
5,129,296,283,47,1
15,127,83,88,233,1
19,129,179,359,67,1
21,127,83,88,233,0
4,129,103,155,233,0
5,129,103,155,233,0
2,129,103,155,233,0
3,128,295,283,47,1
2,129,103,155,233,0
1,110,286,244,241,1
6,113,293,283,47,1
4,129,103,155,233,0
16,129,103,155,233,0
13,129,103,155,233,0
6,132,97,98,233,0
13,143,174,345,102,1
11,142,184,332,166,0
17,130,106,155,233,1
13,129,296,283,47,1
18,127,83,88,233,0
9,137,188,391,42,1
9,106,286,244,241,1
17,129,103,155,233,0
5,145,217,364,191,1
6,120,300,283,47,1
19,56,122,58,9,1
9,129,103,155,233,0
21,145,217,364,191,1
8,129,296,283,47,1
1,133,267,294,47,1
7,127,83,88,233,0
6,127,83,88,233,0
10,130,69,97,233,0
20,145,217,364,191,1
16,127,59,135,233,0
19,106,286,244,241,1
16,129,94,117,233,0
19,127,83,88,233,0
18,129,94,117,233,0
3,65,123,71,186,1
4,142,184,332,166,0
21,129,103,155,233,0
20,62,122,60,9,1
0,129,103,155,233,0
19,138,182,366,75,1
8,103,280,225,218,1
17,129,103,155,233,0
15,84,142,104,30,1
13,127,83,88,233,0
20,138,182,366,75,1
0,120,284,283,47,1
23,130,107,155,233,1
23,142,184,332,166,1
13,129,296,283,47,1
8,127,83,88,233,0
8,128,102,155,233,0
20,129,103,155,233,0
10,129,103,155,233,0
20,88,126,178,30,1
13,127,306,282,122,1
16,116,299,283,47,1
15,106,286,244,241,1
14,106,286,244,241,1
14,127,59,135,233,0
18,130,69,97,233,0
3,129,103,155,233,0
19,129,103,155,233,0
7,129,296,283,47,1
8,127,83,88,233,0
7,127,83,88,233,1
9,138,182,366,75,1
23,133,305,283,47,1
20,129,296,283,47,1
10,130,177,359,67,1
16,120,211,12,64,1
3,129,103,155,233,0
12,129,103,155,233,0
8,129,103,155,233,0
21,128,102,155,233,0
14,111,285,244,241,1
14,125,319,291,114,1
0,127,59,135,233,1
16,121,301,283,47,1
12,127,83,88,233,0
0,127,83,88,233,0
15,118,99,155,233,1
10,110,265,257,105,1
22,127,83,88,233,0
17,127,83,88,233,0
19,129,103,155,233,0
10,143,174,345,102,0
1,115,100,155,233,1
10,129,103,155,233,0
1,140,210,353,230,1
11,129,296,283,47,1
20,127,83,88,233,0
23,122,298,283,47,1
7,131,87,88,233,0
18,129,103,155,233,0
10,127,83,88,233,0
19,106,286,244,241,1
14,127,58,135,233,1
1,117,294,283,47,1
23,129,103,155,233,0
1,134,193,389,98,1
17,91,283,284,198,1
17,127,83,88,233,0
19,157,212,364,191,1
18,113,301,286,228,1
0,106,286,244,241,1
1,145,217,364,191,1
8,138,182,366,75,1
12,130,69,97,233,0
15,96,105,80,48,1
20,124,293,283,47,1
12,68,137,181,30,1
15,101,117,85,238,1
13,100,286,244,241,1
10,127,306,282,122,1
16,127,306,282,122,1
12,135,187,370,110,1
21,116,286,283,47,1
9,122,84,88,233,1
2,128,102,155,233,0
0,124,293,283,47,1
22,138,182,366,75,1
19,129,97,155,233,1
23,129,296,283,47,1
5,102,257,257,105,1
22,127,59,135,233,1
7,141,189,337,56,1
17,138,182,366,75,1
13,127,83,88,233,0
20,130,69,97,233,1
15,129,296,283,47,1
13,127,83,88,233,0
11,129,103,155,233,0
4,127,83,88,233,0
7,113,293,283,47,1
19,129,103,155,233,0
13,147,192,378,197,1
4,129,103,155,233,0
20,129,103,155,233,0
2,137,199,341,100,1
8,129,103,155,233,0
13,130,106,155,233,1
23,129,103,155,233,0
16,129,103,155,233,0
20,133,191,370,110,1
17,112,294,245,95,1
5,141,189,337,56,1
16,145,217,364,191,1
22,129,296,283,47,1
13,127,292,283,47,1
7,129,103,155,233,0
18,129,103,155,233,1
1,120,211,12,64,1
17,130,106,155,233,1
4,121,301,283,47,1
0,121,301,283,47,1
7,126,297,283,47,1
2,122,298,283,47,1
0,127,83,88,233,0
17,127,83,88,233,0
11,132,107,155,233,0
19,106,286,244,241,1
13,108,252,257,105,1
8,137,58,135,233,0
2,129,296,283,47,1
16,128,103,155,233,0
1,119,82,88,233,0
21,124,293,283,47,1
23,126,102,155,233,0
18,138,57,197,37,1
22,122,175,13,137,1
9,118,164,304,67,1
1,111,285,244,241,1
8,90,102,112,62,1
18,129,86,88,233,1
0,106,286,244,241,1
13,141,180,357,77,1
23,65,123,71,186,1
23,129,103,155,233,0
1,143,208,362,35,1
18,129,103,155,233,0
9,129,103,155,233,1
19,124,293,283,47,1
14,142,184,332,166,1
21,129,296,283,47,1
7,129,296,283,47,1
7,129,103,155,233,0
20,122,63,135,233,1
22,127,83,88,233,0
21,96,259,234,130,1
18,141,180,357,77,1
8,126,102,155,233,0
7,106,286,244,241,1
18,127,83,88,233,0
12,127,83,88,233,0
